Region,"Softwood/
Hardwood","Saw log/
Pulpwood/
All","Year after 
production","Fraction: 
in use","Fraction: 
landfills","Fraction: 
energy","Fraction: 
emitted"
Northeast,Softwood,Saw log,11,0.366,0.106,0.287,0.241
Northeast,Softwood,Saw log,12,0.355,0.111,0.289,0.244
Northeast,Softwood,Saw log,13,0.345,0.116,0.292,0.247
Northeast,Softwood,Saw log,14,0.335,0.121,0.294,0.250
Northeast,Softwood,Saw log,15,0.326,0.126,0.296,0.252
Northeast,Softwood,Saw log,16,0.318,0.130,0.298,0.255
Northeast,Softwood,Saw log,17,0.310,0.134,0.299,0.257
Northeast,Softwood,Saw log,18,0.302,0.137,0.301,0.259
Northeast,Softwood,Saw log,19,0.295,0.141,0.303,0.262
Northeast,Softwood,Saw log,20,0.288,0.144,0.304,0.264
Northeast,Softwood,Saw log,21,0.282,0.147,0.306,0.266
Northeast,Softwood,Saw log,22,0.276,0.150,0.307,0.268
Northeast,Softwood,Saw log,23,0.270,0.153,0.308,0.269
Northeast,Softwood,Saw log,24,0.264,0.155,0.310,0.271
Northeast,Softwood,Saw log,25,0.259,0.158,0.311,0.273
Northeast,Softwood,Saw log,26,0.253,0.160,0.312,0.275
Northeast,Softwood,Saw log,27,0.248,0.162,0.313,0.277
Northeast,Softwood,Saw log,28,0.243,0.164,0.314,0.278
Northeast,Softwood,Saw log,29,0.239,0.166,0.315,0.280
Northeast,Softwood,Saw log,30,0.234,0.168,0.316,0.281
Northeast,Softwood,Saw log,31,0.230,0.170,0.317,0.283
Northeast,Softwood,Saw log,32,0.226,0.172,0.318,0.285
Northeast,Softwood,Saw log,33,0.222,0.173,0.319,0.286
Northeast,Softwood,Saw log,34,0.218,0.175,0.320,0.287
Northeast,Softwood,Saw log,35,0.214,0.176,0.321,0.289
Northeast,Softwood,Saw log,36,0.210,0.178,0.321,0.290
Northeast,Softwood,Saw log,37,0.207,0.179,0.322,0.292
Northeast,Softwood,Saw log,38,0.204,0.181,0.323,0.293
Northeast,Softwood,Saw log,39,0.200,0.182,0.324,0.294
Northeast,Softwood,Saw log,40,0.197,0.183,0.324,0.296
Northeast,Softwood,Saw log,41,0.194,0.184,0.325,0.297
Northeast,Softwood,Saw log,42,0.191,0.186,0.326,0.298
Northeast,Softwood,Saw log,43,0.188,0.187,0.326,0.299
Northeast,Softwood,Saw log,44,0.185,0.188,0.327,0.300
Northeast,Softwood,Saw log,45,0.182,0.189,0.327,0.302
Northeast,Softwood,Saw log,46,0.180,0.190,0.328,0.303
Northeast,Softwood,Saw log,47,0.177,0.191,0.328,0.304
Northeast,Softwood,Saw log,48,0.174,0.192,0.329,0.305
Northeast,Softwood,Saw log,49,0.172,0.193,0.329,0.306
Northeast,Softwood,Saw log,50,0.169,0.194,0.330,0.307
Northeast,Softwood,Saw log,51,0.167,0.195,0.330,0.308
Northeast,Softwood,Saw log,52,0.165,0.196,0.331,0.309
Northeast,Softwood,Saw log,53,0.163,0.196,0.331,0.310
Northeast,Softwood,Saw log,54,0.160,0.197,0.331,0.311
Northeast,Softwood,Saw log,55,0.158,0.198,0.332,0.312
Northeast,Softwood,Saw log,56,0.156,0.199,0.332,0.313
Northeast,Softwood,Saw log,57,0.154,0.200,0.332,0.314
Northeast,Softwood,Saw log,58,0.152,0.200,0.333,0.315
Northeast,Softwood,Saw log,59,0.150,0.201,0.333,0.316
Northeast,Softwood,Saw log,60,0.148,0.202,0.333,0.317
Northeast,Softwood,Saw log,61,0.146,0.203,0.334,0.317
Northeast,Softwood,Saw log,62,0.145,0.203,0.334,0.318
Northeast,Softwood,Saw log,63,0.143,0.204,0.334,0.319
Northeast,Softwood,Saw log,64,0.141,0.205,0.334,0.320
Northeast,Softwood,Saw log,65,0.139,0.205,0.335,0.321
Northeast,Softwood,Saw log,66,0.138,0.206,0.335,0.322
Northeast,Softwood,Saw log,67,0.136,0.207,0.335,0.322
Northeast,Softwood,Saw log,68,0.134,0.207,0.335,0.323
Northeast,Softwood,Saw log,69,0.133,0.208,0.336,0.324
Northeast,Softwood,Saw log,70,0.131,0.208,0.336,0.325
Northeast,Softwood,Saw log,71,0.130,0.209,0.336,0.325
Northeast,Softwood,Saw log,72,0.128,0.209,0.336,0.326
Northeast,Softwood,Saw log,73,0.127,0.210,0.336,0.327
Northeast,Softwood,Saw log,74,0.125,0.211,0.336,0.328
Northeast,Softwood,Saw log,75,0.124,0.211,0.337,0.328
Northeast,Softwood,Saw log,76,0.123,0.212,0.337,0.329
Northeast,Softwood,Saw log,77,0.121,0.212,0.337,0.330
Northeast,Softwood,Saw log,78,0.120,0.213,0.337,0.330
Northeast,Softwood,Saw log,79,0.119,0.213,0.337,0.331
Northeast,Softwood,Saw log,80,0.117,0.214,0.337,0.332
Northeast,Softwood,Saw log,81,0.116,0.214,0.337,0.332
Northeast,Softwood,Saw log,82,0.115,0.215,0.337,0.333
Northeast,Softwood,Saw log,83,0.114,0.215,0.337,0.334
Northeast,Softwood,Saw log,84,0.112,0.216,0.338,0.334
Northeast,Softwood,Saw log,85,0.111,0.216,0.338,0.335
Northeast,Softwood,Saw log,86,0.110,0.217,0.338,0.336
Northeast,Softwood,Saw log,87,0.109,0.217,0.338,0.336
Northeast,Softwood,Saw log,88,0.108,0.218,0.338,0.337
Northeast,Softwood,Saw log,89,0.107,0.218,0.338,0.337
Northeast,Softwood,Saw log,90,0.106,0.219,0.338,0.338
Northeast,Softwood,Saw log,91,0.104,0.219,0.338,0.339
Northeast,Softwood,Saw log,92,0.103,0.219,0.338,0.339
Northeast,Softwood,Saw log,93,0.102,0.220,0.338,0.340
Northeast,Softwood,Saw log,94,0.101,0.220,0.338,0.340
Northeast,Softwood,Saw log,95,0.100,0.221,0.338,0.341
Northeast,Softwood,Saw log,96,0.099,0.221,0.338,0.341
Northeast,Softwood,Saw log,97,0.098,0.222,0.338,0.342
Northeast,Softwood,Saw log,98,0.097,0.222,0.338,0.343
Northeast,Softwood,Saw log,99,0.096,0.222,0.338,0.343
Northeast,Softwood,Saw log,100,0.095,0.223,0.338,0.344
Northeast,Softwood,Pulpwood,0,0.513,0.000,0.306,0.181
Northeast,Softwood,Pulpwood,1,0.436,0.025,0.334,0.204
Northeast,Softwood,Pulpwood,2,0.372,0.046,0.359,0.223
Northeast,Softwood,Pulpwood,3,0.317,0.063,0.381,0.239
Northeast,Softwood,Pulpwood,4,0.271,0.077,0.399,0.253
Northeast,Softwood,Pulpwood,5,0.232,0.088,0.415,0.265
Northeast,Softwood,Pulpwood,6,0.197,0.098,0.429,0.276
Northeast,Softwood,Pulpwood,7,0.167,0.106,0.441,0.286
Northeast,Softwood,Pulpwood,8,0.139,0.113,0.452,0.296
Northeast,Softwood,Pulpwood,9,0.114,0.118,0.463,0.305
Northeast,Softwood,Pulpwood,10,0.093,0.123,0.472,0.313
Northeast,Softwood,Pulpwood,11,0.076,0.126,0.479,0.319
Northeast,Softwood,Pulpwood,12,0.062,0.128,0.485,0.325
Northeast,Softwood,Pulpwood,13,0.052,0.128,0.490,0.330
Northeast,Softwood,Pulpwood,14,0.044,0.128,0.494,0.334
Northeast,Softwood,Pulpwood,15,0.037,0.128,0.497,0.338
Northeast,Softwood,Pulpwood,16,0.032,0.127,0.499,0.341
Northeast,Softwood,Pulpwood,17,0.029,0.126,0.501,0.344
Northeast,Softwood,Pulpwood,18,0.026,0.125,0.503,0.347
Northeast,Softwood,Pulpwood,19,0.023,0.123,0.504,0.350
Northeast,Softwood,Pulpwood,20,0.021,0.122,0.505,0.352
Northeast,Softwood,Pulpwood,21,0.019,0.120,0.506,0.354
Northeast,Softwood,Pulpwood,22,0.018,0.119,0.507,0.356
Northeast,Softwood,Pulpwood,23,0.017,0.117,0.508,0.358
Northeast,Softwood,Pulpwood,24,0.016,0.116,0.508,0.360
Northeast,Softwood,Pulpwood,25,0.016,0.114,0.509,0.362
Northeast,Softwood,Pulpwood,26,0.015,0.113,0.509,0.363
Northeast,Softwood,Pulpwood,27,0.015,0.111,0.509,0.365
Northeast,Softwood,Pulpwood,28,0.014,0.110,0.509,0.366
Northeast,Softwood,Pulpwood,29,0.014,0.108,0.510,0.368
Northeast,Softwood,Pulpwood,30,0.014,0.107,0.510,0.369
Northeast,Softwood,Pulpwood,31,0.014,0.106,0.510,0.371
Northeast,Softwood,Pulpwood,32,0.013,0.105,0.510,0.372
Northeast,Softwood,Pulpwood,33,0.013,0.104,0.510,0.373
Northeast,Softwood,Pulpwood,34,0.013,0.103,0.510,0.374
Northeast,Softwood,Pulpwood,35,0.013,0.102,0.510,0.376
Northeast,Softwood,Pulpwood,36,0.012,0.101,0.510,0.377
Northeast,Softwood,Pulpwood,37,0.012,0.100,0.510,0.378
Northeast,Softwood,Pulpwood,38,0.012,0.099,0.510,0.379
Northeast,Softwood,Pulpwood,39,0.012,0.098,0.510,0.380
Northeast,Softwood,Pulpwood,40,0.012,0.098,0.510,0.381
Northeast,Softwood,Pulpwood,41,0.011,0.097,0.510,0.382
Northeast,Softwood,Pulpwood,42,0.011,0.096,0.510,0.383
Northeast,Softwood,Pulpwood,43,0.011,0.095,0.510,0.383
Northeast,Softwood,Pulpwood,44,0.011,0.095,0.510,0.384
Northeast,Softwood,Pulpwood,45,0.011,0.094,0.510,0.385
Northeast,Softwood,Pulpwood,46,0.011,0.094,0.510,0.386
Northeast,Softwood,Pulpwood,47,0.010,0.093,0.510,0.386
Northeast,Softwood,Pulpwood,48,0.010,0.093,0.510,0.387
Northeast,Softwood,Pulpwood,49,0.010,0.092,0.510,0.388
Northeast,Softwood,Pulpwood,50,0.010,0.092,0.510,0.388
Northeast,Softwood,Pulpwood,51,0.010,0.091,0.510,0.389
Northeast,Softwood,Pulpwood,52,0.010,0.091,0.510,0.389
Northeast,Softwood,Pulpwood,53,0.010,0.090,0.510,0.390
Northeast,Softwood,Pulpwood,54,0.009,0.090,0.510,0.390
Northeast,Softwood,Pulpwood,55,0.009,0.090,0.510,0.391
Northeast,Softwood,Pulpwood,56,0.009,0.089,0.510,0.391
Northeast,Softwood,Pulpwood,57,0.009,0.089,0.510,0.392
Northeast,Softwood,Pulpwood,58,0.009,0.089,0.510,0.392
Northeast,Softwood,Pulpwood,59,0.009,0.089,0.510,0.393
Northeast,Softwood,Pulpwood,60,0.009,0.088,0.510,0.393
Northeast,Softwood,Pulpwood,61,0.009,0.088,0.510,0.393
Northeast,Softwood,Pulpwood,62,0.009,0.088,0.510,0.394
Northeast,Softwood,Pulpwood,63,0.008,0.088,0.510,0.394
Northeast,Softwood,Pulpwood,64,0.008,0.087,0.510,0.394
Northeast,Softwood,Pulpwood,65,0.008,0.087,0.510,0.395
Northeast,Softwood,Pulpwood,66,0.008,0.087,0.510,0.395
Northeast,Softwood,Pulpwood,67,0.008,0.087,0.510,0.395
Northeast,Softwood,Pulpwood,68,0.008,0.087,0.510,0.395
Northeast,Softwood,Pulpwood,69,0.008,0.086,0.510,0.396
Northeast,Softwood,Pulpwood,70,0.008,0.086,0.510,0.396
Northeast,Softwood,Pulpwood,71,0.008,0.086,0.510,0.396
Northeast,Softwood,Pulpwood,72,0.008,0.086,0.510,0.396
Northeast,Softwood,Pulpwood,73,0.007,0.086,0.510,0.397
Northeast,Softwood,Pulpwood,74,0.007,0.086,0.510,0.397
Northeast,Softwood,Pulpwood,75,0.007,0.086,0.510,0.397
Northeast,Softwood,Pulpwood,76,0.007,0.086,0.510,0.397
Northeast,Softwood,Pulpwood,77,0.007,0.085,0.510,0.397
Northeast,Softwood,Pulpwood,78,0.007,0.085,0.510,0.398
Northeast,Softwood,Pulpwood,79,0.007,0.085,0.510,0.398
Northeast,Softwood,Pulpwood,80,0.007,0.085,0.510,0.398
Northeast,Softwood,Pulpwood,81,0.007,0.085,0.510,0.398
Northeast,Softwood,Pulpwood,82,0.007,0.085,0.510,0.398
Northeast,Softwood,Pulpwood,83,0.007,0.085,0.510,0.398
Northeast,Softwood,Pulpwood,84,0.007,0.085,0.510,0.399
Northeast,Softwood,Pulpwood,85,0.007,0.085,0.510,0.399
Northeast,Softwood,Pulpwood,86,0.006,0.085,0.510,0.399
Northeast,Softwood,Pulpwood,87,0.006,0.085,0.510,0.399
Northeast,Softwood,Pulpwood,88,0.006,0.085,0.510,0.399
Northeast,Softwood,Pulpwood,89,0.006,0.085,0.510,0.399
Northeast,Softwood,Pulpwood,90,0.006,0.085,0.510,0.399
Northeast,Softwood,Pulpwood,91,0.006,0.085,0.510,0.399
Northeast,Softwood,Pulpwood,92,0.006,0.085,0.510,0.399
Northeast,Softwood,Pulpwood,93,0.006,0.084,0.510,0.400
Northeast,Softwood,Pulpwood,94,0.006,0.084,0.510,0.400
Northeast,Softwood,Pulpwood,95,0.006,0.084,0.510,0.400
Northeast,Softwood,Pulpwood,96,0.006,0.084,0.510,0.400
Northeast,Softwood,Pulpwood,97,0.006,0.084,0.510,0.400
Northeast,Softwood,Pulpwood,98,0.006,0.084,0.510,0.400
Northeast,Softwood,Pulpwood,99,0.006,0.084,0.510,0.400
Northeast,Softwood,Pulpwood,100,0.006,0.084,0.510,0.400
Northeast,Hardwood,Saw log,0,0.614,0.000,0.237,0.149
Northeast,Hardwood,Saw log,1,0.572,0.025,0.246,0.157
Northeast,Hardwood,Saw log,2,0.534,0.048,0.255,0.163
Northeast,Hardwood,Saw log,3,0.500,0.067,0.263,0.170
Northeast,Hardwood,Saw log,4,0.469,0.085,0.271,0.175
Northeast,Hardwood,Saw log,5,0.440,0.102,0.278,0.180
Northeast,Hardwood,Saw log,6,0.415,0.116,0.284,0.185
Northeast,Hardwood,Saw log,7,0.391,0.129,0.290,0.190
Northeast,Hardwood,Saw log,8,0.369,0.141,0.295,0.194
Northeast,Hardwood,Saw log,9,0.349,0.152,0.300,0.198
Northeast,Hardwood,Saw log,10,0.331,0.162,0.305,0.202
Northeast,Hardwood,Saw log,11,0.314,0.171,0.310,0.206
Northeast,Hardwood,Saw log,12,0.299,0.179,0.314,0.209
Northeast,Hardwood,Saw log,13,0.285,0.186,0.317,0.212
Northeast,Hardwood,Saw log,14,0.272,0.192,0.321,0.215
Northeast,Hardwood,Saw log,15,0.260,0.198,0.324,0.218
Northeast,Hardwood,Saw log,16,0.249,0.204,0.327,0.220
Northeast,Hardwood,Saw log,17,0.239,0.208,0.330,0.223
Northeast,Hardwood,Saw log,18,0.229,0.213,0.333,0.225
Northeast,Hardwood,Saw log,19,0.221,0.217,0.335,0.227
Northeast,Hardwood,Saw log,20,0.212,0.221,0.338,0.229
Northeast,Hardwood,Saw log,21,0.205,0.224,0.340,0.231
Northeast,Hardwood,Saw log,22,0.197,0.227,0.342,0.233
Northeast,Hardwood,Saw log,23,0.190,0.230,0.344,0.235
Northeast,Hardwood,Saw log,24,0.184,0.233,0.346,0.237
Northeast,Hardwood,Saw log,25,0.178,0.235,0.348,0.239
Northeast,Hardwood,Saw log,26,0.172,0.238,0.350,0.241
Northeast,Hardwood,Saw log,27,0.167,0.240,0.351,0.242
Northeast,Hardwood,Saw log,28,0.161,0.242,0.353,0.244
Northeast,Hardwood,Saw log,29,0.157,0.244,0.354,0.245
Northeast,Hardwood,Saw log,30,0.152,0.245,0.356,0.247
Northeast,Hardwood,Saw log,31,0.147,0.247,0.357,0.248
Northeast,Hardwood,Saw log,32,0.143,0.249,0.359,0.250
Northeast,Hardwood,Saw log,33,0.139,0.250,0.360,0.251
Northeast,Hardwood,Saw log,34,0.135,0.251,0.361,0.252
Northeast,Hardwood,Saw log,35,0.131,0.253,0.362,0.254
Northeast,Hardwood,Saw log,36,0.128,0.254,0.364,0.255
Northeast,Hardwood,Saw log,37,0.124,0.255,0.365,0.256
Northeast,Hardwood,Saw log,38,0.121,0.256,0.366,0.257
Northeast,Hardwood,Saw log,39,0.118,0.257,0.367,0.258
Northeast,Hardwood,Saw log,40,0.115,0.258,0.368,0.260
Northeast,Hardwood,Saw log,41,0.112,0.259,0.369,0.261
Northeast,Hardwood,Saw log,42,0.109,0.260,0.369,0.262
Northeast,Hardwood,Saw log,43,0.107,0.260,0.370,0.263
Northeast,Hardwood,Saw log,44,0.104,0.261,0.371,0.264
Northeast,Hardwood,Saw log,45,0.102,0.262,0.372,0.265
Northeast,Hardwood,Saw log,46,0.099,0.263,0.373,0.266
Northeast,Hardwood,Saw log,47,0.097,0.263,0.373,0.267
Northeast,Hardwood,Saw log,48,0.095,0.264,0.374,0.268
Northeast,Hardwood,Saw log,49,0.092,0.264,0.375,0.268
Northeast,Hardwood,Saw log,50,0.090,0.265,0.375,0.269
Northeast,Hardwood,Saw log,51,0.088,0.266,0.376,0.270
Northeast,Hardwood,Saw log,52,0.086,0.266,0.377,0.271
Northeast,Hardwood,Saw log,53,0.084,0.267,0.377,0.272
Northeast,Hardwood,Saw log,54,0.083,0.267,0.378,0.273
Northeast,Hardwood,Saw log,55,0.081,0.268,0.378,0.273
Northeast,Hardwood,Saw log,56,0.079,0.268,0.379,0.274
Northeast,Hardwood,Saw log,57,0.077,0.269,0.379,0.275
Northeast,Hardwood,Saw log,58,0.076,0.269,0.380,0.276
Northeast,Hardwood,Saw log,59,0.074,0.270,0.380,0.276
Northeast,Hardwood,Saw log,60,0.073,0.270,0.380,0.277
Northeast,Hardwood,Saw log,61,0.071,0.270,0.381,0.278
Northeast,Hardwood,Saw log,62,0.070,0.271,0.381,0.278
Northeast,Hardwood,Saw log,63,0.068,0.271,0.382,0.279
Northeast,Hardwood,Saw log,64,0.067,0.272,0.382,0.280
Northeast,Hardwood,Saw log,65,0.066,0.272,0.382,0.280
Northeast,Hardwood,Saw log,66,0.064,0.272,0.383,0.281
Northeast,Hardwood,Saw log,67,0.063,0.273,0.383,0.281
Northeast,Hardwood,Saw log,68,0.062,0.273,0.383,0.282
Northeast,Hardwood,Saw log,69,0.061,0.273,0.383,0.283
Northeast,Hardwood,Saw log,70,0.059,0.274,0.384,0.283
Northeast,Hardwood,Saw log,71,0.058,0.274,0.384,0.284
Northeast,Hardwood,Saw log,72,0.057,0.274,0.384,0.284
Northeast,Hardwood,Saw log,73,0.056,0.275,0.384,0.285
Northeast,Hardwood,Saw log,74,0.055,0.275,0.385,0.285
Northeast,Hardwood,Saw log,75,0.054,0.275,0.385,0.286
Northeast,Hardwood,Saw log,76,0.053,0.276,0.385,0.286
Northeast,Hardwood,Saw log,77,0.052,0.276,0.385,0.287
Northeast,Hardwood,Saw log,78,0.051,0.276,0.385,0.287
Northeast,Hardwood,Saw log,79,0.050,0.277,0.385,0.288
Northeast,Hardwood,Saw log,80,0.049,0.277,0.386,0.288
Northeast,Hardwood,Saw log,81,0.049,0.277,0.386,0.289
Northeast,Hardwood,Saw log,82,0.048,0.277,0.386,0.289
Northeast,Hardwood,Saw log,83,0.047,0.278,0.386,0.290
Northeast,Hardwood,Saw log,84,0.046,0.278,0.386,0.290
Northeast,Hardwood,Saw log,85,0.045,0.278,0.386,0.290
Northeast,Hardwood,Saw log,86,0.044,0.278,0.386,0.291
Northeast,Hardwood,Saw log,87,0.044,0.279,0.386,0.291
Northeast,Hardwood,Saw log,88,0.043,0.279,0.387,0.292
Northeast,Hardwood,Saw log,89,0.042,0.279,0.387,0.292
Northeast,Hardwood,Saw log,90,0.041,0.279,0.387,0.293
Northeast,Hardwood,Saw log,91,0.041,0.279,0.387,0.293
Northeast,Hardwood,Saw log,92,0.040,0.280,0.387,0.293
Northeast,Hardwood,Saw log,93,0.039,0.280,0.387,0.294
Northeast,Hardwood,Saw log,94,0.039,0.280,0.387,0.294
Northeast,Hardwood,Saw log,95,0.038,0.280,0.387,0.294
Northeast,Hardwood,Saw log,96,0.038,0.281,0.387,0.295
Northeast,Hardwood,Saw log,97,0.037,0.281,0.387,0.295
Northeast,Hardwood,Saw log,98,0.036,0.281,0.387,0.296
Northeast,Hardwood,Saw log,99,0.036,0.281,0.387,0.296
Northeast,Hardwood,Saw log,100,0.035,0.281,0.387,0.296
Northeast,Hardwood,Pulpwood,0,0.650,0.000,0.185,0.166
Northeast,Hardwood,Pulpwood,1,0.590,0.021,0.202,0.186
Northeast,Hardwood,Pulpwood,2,0.539,0.039,0.218,0.203
Northeast,Hardwood,Pulpwood,3,0.496,0.054,0.232,0.218
Northeast,Hardwood,Pulpwood,4,0.459,0.067,0.244,0.231
Northeast,Hardwood,Pulpwood,5,0.426,0.078,0.254,0.242
Northeast,Hardwood,Pulpwood,6,0.398,0.087,0.263,0.253
Northeast,Hardwood,Pulpwood,7,0.372,0.095,0.271,0.262
Northeast,Hardwood,Pulpwood,8,0.349,0.102,0.279,0.271
Northeast,Hardwood,Pulpwood,9,0.327,0.108,0.286,0.279
Northeast,Hardwood,Pulpwood,10,0.308,0.114,0.292,0.286
Northeast,Hardwood,Pulpwood,11,0.292,0.118,0.297,0.293
Northeast,Hardwood,Pulpwood,12,0.279,0.121,0.301,0.298
Northeast,Hardwood,Pulpwood,13,0.269,0.123,0.305,0.303
Northeast,Hardwood,Pulpwood,14,0.260,0.125,0.308,0.307
Northeast,Hardwood,Pulpwood,15,0.252,0.127,0.310,0.311
Northeast,Hardwood,Pulpwood,16,0.246,0.128,0.312,0.314
Northeast,Hardwood,Pulpwood,17,0.240,0.128,0.314,0.317
Northeast,Hardwood,Pulpwood,18,0.235,0.129,0.316,0.320
Northeast,Hardwood,Pulpwood,19,0.231,0.130,0.317,0.323
Northeast,Hardwood,Pulpwood,20,0.226,0.130,0.319,0.325
Northeast,Hardwood,Pulpwood,21,0.223,0.130,0.320,0.327
Northeast,Hardwood,Pulpwood,22,0.219,0.130,0.321,0.329
Northeast,Hardwood,Pulpwood,23,0.216,0.131,0.322,0.331
Northeast,Hardwood,Pulpwood,24,0.213,0.131,0.323,0.333
Northeast,Hardwood,Pulpwood,25,0.211,0.131,0.323,0.335
Northeast,Hardwood,Pulpwood,26,0.208,0.131,0.324,0.337
Northeast,Hardwood,Pulpwood,27,0.205,0.131,0.325,0.339
Northeast,Hardwood,Pulpwood,28,0.203,0.131,0.326,0.340
Northeast,Hardwood,Pulpwood,29,0.200,0.132,0.326,0.342
Northeast,Hardwood,Pulpwood,30,0.198,0.132,0.327,0.343
Northeast,Hardwood,Pulpwood,31,0.196,0.132,0.327,0.345
Northeast,Hardwood,Pulpwood,32,0.194,0.132,0.328,0.346
Northeast,Hardwood,Pulpwood,33,0.191,0.132,0.328,0.348
Northeast,Hardwood,Pulpwood,34,0.189,0.133,0.329,0.349
Northeast,Hardwood,Pulpwood,35,0.187,0.133,0.329,0.351
Northeast,Hardwood,Pulpwood,36,0.185,0.133,0.330,0.352
Northeast,Hardwood,Pulpwood,37,0.183,0.133,0.330,0.353
Northeast,Hardwood,Pulpwood,38,0.181,0.134,0.331,0.355
Northeast,Hardwood,Pulpwood,39,0.179,0.134,0.331,0.356
Northeast,Hardwood,Pulpwood,40,0.178,0.134,0.331,0.357
Northeast,Hardwood,Pulpwood,41,0.176,0.135,0.332,0.358
Northeast,Hardwood,Pulpwood,42,0.174,0.135,0.332,0.359
Northeast,Hardwood,Pulpwood,43,0.172,0.135,0.332,0.360
Northeast,Hardwood,Pulpwood,44,0.170,0.135,0.333,0.362
Northeast,Hardwood,Pulpwood,45,0.169,0.136,0.333,0.363
Northeast,Hardwood,Pulpwood,46,0.167,0.136,0.333,0.364
Northeast,Hardwood,Pulpwood,47,0.165,0.137,0.333,0.365
Northeast,Hardwood,Pulpwood,48,0.164,0.137,0.334,0.366
Northeast,Hardwood,Pulpwood,49,0.162,0.137,0.334,0.367
Northeast,Hardwood,Pulpwood,50,0.160,0.138,0.334,0.368
Northeast,Hardwood,Pulpwood,51,0.159,0.138,0.334,0.369
Northeast,Hardwood,Pulpwood,52,0.157,0.138,0.334,0.370
Northeast,Hardwood,Pulpwood,53,0.156,0.139,0.334,0.371
Northeast,Hardwood,Pulpwood,54,0.154,0.139,0.335,0.372
Northeast,Hardwood,Pulpwood,55,0.153,0.140,0.335,0.373
Northeast,Hardwood,Pulpwood,56,0.151,0.140,0.335,0.374
Northeast,Hardwood,Pulpwood,57,0.150,0.140,0.335,0.374
Northeast,Hardwood,Pulpwood,58,0.149,0.141,0.335,0.375
Northeast,Hardwood,Pulpwood,59,0.147,0.141,0.335,0.376
Northeast,Hardwood,Pulpwood,60,0.146,0.142,0.335,0.377
Northeast,Hardwood,Pulpwood,61,0.145,0.142,0.336,0.378
Northeast,Hardwood,Pulpwood,62,0.143,0.142,0.336,0.379
Northeast,Hardwood,Pulpwood,63,0.142,0.143,0.336,0.379
Northeast,Hardwood,Pulpwood,64,0.141,0.143,0.336,0.380
Northeast,Hardwood,Pulpwood,65,0.139,0.144,0.336,0.381
Northeast,Hardwood,Pulpwood,66,0.138,0.144,0.336,0.382
Northeast,Hardwood,Pulpwood,67,0.137,0.145,0.336,0.383
Northeast,Hardwood,Pulpwood,68,0.136,0.145,0.336,0.383
Northeast,Hardwood,Pulpwood,69,0.134,0.145,0.336,0.384
Northeast,Hardwood,Pulpwood,70,0.133,0.146,0.336,0.385
Northeast,Hardwood,Pulpwood,71,0.132,0.146,0.336,0.386
Northeast,Hardwood,Pulpwood,72,0.131,0.147,0.336,0.386
Northeast,Hardwood,Pulpwood,73,0.130,0.147,0.336,0.387
Northeast,Hardwood,Pulpwood,74,0.129,0.147,0.336,0.388
Northeast,Hardwood,Pulpwood,75,0.127,0.148,0.336,0.388
Northeast,Hardwood,Pulpwood,76,0.126,0.148,0.336,0.389
Northeast,Hardwood,Pulpwood,77,0.125,0.149,0.336,0.390
Northeast,Hardwood,Pulpwood,78,0.124,0.149,0.336,0.390
Northeast,Hardwood,Pulpwood,79,0.123,0.150,0.336,0.391
Northeast,Hardwood,Pulpwood,80,0.122,0.150,0.336,0.392
Northeast,Hardwood,Pulpwood,81,0.121,0.150,0.336,0.392
Northeast,Hardwood,Pulpwood,82,0.120,0.151,0.336,0.393
Northeast,Hardwood,Pulpwood,83,0.119,0.151,0.336,0.394
Northeast,Hardwood,Pulpwood,84,0.118,0.152,0.336,0.394
Northeast,Hardwood,Pulpwood,85,0.117,0.152,0.336,0.395
Northeast,Hardwood,Pulpwood,86,0.116,0.152,0.336,0.395
Northeast,Hardwood,Pulpwood,87,0.115,0.153,0.336,0.396
Northeast,Hardwood,Pulpwood,88,0.114,0.153,0.336,0.397
Northeast,Hardwood,Pulpwood,89,0.113,0.154,0.336,0.397
Northeast,Hardwood,Pulpwood,90,0.112,0.154,0.336,0.398
Northeast,Hardwood,Pulpwood,91,0.111,0.154,0.336,0.398
Northeast,Hardwood,Pulpwood,92,0.110,0.155,0.336,0.399
Northeast,Hardwood,Pulpwood,93,0.109,0.155,0.336,0.399
Northeast,Hardwood,Pulpwood,94,0.108,0.155,0.336,0.400
Northeast,Hardwood,Pulpwood,95,0.108,0.156,0.336,0.400
Northeast,Hardwood,Pulpwood,96,0.107,0.156,0.336,0.401
Northeast,Hardwood,Pulpwood,97,0.106,0.157,0.336,0.401
Northeast,Hardwood,Pulpwood,98,0.105,0.157,0.336,0.402
Northeast,Hardwood,Pulpwood,99,0.104,0.157,0.336,0.402
Northeast,Hardwood,Pulpwood,100,0.103,0.158,0.336,0.403
Pacific Northwest; Eastside,Softwood,All,0,0.637,0.000,0.197,0.166
Pacific Northwest; Eastside,Softwood,All,1,0.601,0.016,0.207,0.176
Pacific Northwest; Eastside,Softwood,All,2,0.569,0.031,0.215,0.185
Pacific Northwest; Eastside,Softwood,All,3,0.541,0.043,0.223,0.192
Pacific Northwest; Eastside,Softwood,All,4,0.516,0.055,0.230,0.199
Pacific Northwest; Eastside,Softwood,All,5,0.494,0.065,0.236,0.205
Pacific Northwest; Eastside,Softwood,All,6,0.473,0.074,0.242,0.211
Pacific Northwest; Eastside,Softwood,All,7,0.454,0.083,0.247,0.216
